Evaluador,TipoAudifono,MarcaReferencia,Marca,Referencia,MAE,RMSE,Affinity,Segmento
Headphone.com Legacy,over-ear,Skullcandy SkullCrushers Max Bass,Skullcandy,SkullCrushers Max Bass,5.163136690647482,6.948206766222998,30.51793233777002,Personalizado – Firma no neutra
Innerfidelity,over-ear,Skullcandy Aviators no Lens,Skullcandy,Aviators no Lens,3.3357122302158277,4.1694542195842175,58.305457804157825,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Skullcandy Navigator,Skullcandy,Navigator,3.226661870503597,4.494699276117793,55.05300723882207,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Skullcandy Roc Nation Aviator,Skullcandy,Roc Nation Aviator,3.869496402877698,4.559852641819461,54.40147358180539,Buen tono – Musical equilibrado
kr0mka,in-ear,Skullcandy Inkd 2,Skullcandy,Inkd 2,2.402719424460432,3.7152324404175485,62.84767559582451,Estilo Harman – Usuario general
oratory1990,over-ear,Skullcandy Grind Wireless,Skullcandy,Grind Wireless,3.2471079136690646,4.13387532224378,58.6612467775622,Buen tono – Musical equilibrado
Rtings,in-ear,Skullcandy Dime 2,Skullcandy,Dime 2,1.9351510791366908,2.7960146611939485,72.03985338806052,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Dime 3,Skullcandy,Dime 3,1.6260575539568345,2.2694903874449515,77.30509612555048,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Dime,Skullcandy,Dime,2.203338129496403,2.9351463875838903,70.6485361241611,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Grind Fuel,Skullcandy,Grind Fuel,2.802129496402878,3.5864597080421903,64.1354029195781,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Indy ANC,Skullcandy,Indy ANC,3.5137266187050358,4.209497312732161,57.90502687267839,Buen tono – Musical equilibrado
Rtings,in-ear,Skullcandy Indy Evo,Skullcandy,Indy Evo,2.7072230215827338,3.605344514016407,63.94655485983593,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Indy Fuel,Skullcandy,Indy Fuel,2.4850359712230214,2.9087795161169048,70.91220483883095,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Indy,Skullcandy,Indy,4.696,5.977285397186959,40.227146028130406,Personalizado – Firma no neutra
Rtings,in-ear,Skullcandy Jib True,Skullcandy,Jib True,3.6627194244604317,4.482736333532369,55.17263666467631,Buen tono – Musical equilibrado
Rtings,in-ear,Skullcandy Jib,Skullcandy,Jib,4.058014388489209,5.091576539214181,49.08423460785819,Buen tono – Musical equilibrado
Rtings,in-ear,Skullcandy Push Active,Skullcandy,Push Active,2.329179856115108,2.7848956427498672,72.15104357250132,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Push Ultra,Skullcandy,Push Ultra,8.955280575539568,12.449562160397912,0.0,Alternativo
Rtings,in-ear,Skullcandy Push,Skullcandy,Push,5.0264172661870505,6.430029437036123,35.69970562963877,Personalizado – Firma no neutra
Rtings,in-ear,Skullcandy Sesh ANC,Skullcandy,Sesh ANC,2.030978417266187,2.948205331427747,70.51794668572253,Estilo Harman – Usuario general
Rtings,in-ear,Skullcandy Sesh Evo,Skullcandy,Sesh Evo,3.945812949640288,4.621832642839555,53.78167357160444,Buen tono – Musical equilibrado
Rtings,in-ear,Skullcandy Sesh,Skullcandy,Sesh,4.610402877697842,5.61347432138373,43.865256786162696,Personalizado – Firma no neutra
Rtings,in-ear,Skullcandy Spoke,Skullcandy,Spoke,5.415093525179857,6.678263839776702,33.217361602232984,Personalizado – Firma no neutra
Rtings,over-ear,Skullcandy Crusher 360,Skullcandy,Crusher 360,4.062460431654676,5.205030535712336,47.94969464287664,Buen tono – Musical equilibrado
Rtings,over-ear,Skullcandy Crusher Evo,Skullcandy,Crusher Evo,2.97926618705036,4.087218205805815,59.12781794194185,Buen tono – Musical equilibrado
Rtings,over-ear,Skullcandy Hesh 3,Skullcandy,Hesh 3,4.113553956834532,5.198403933250802,48.01596066749198,Buen tono – Musical equilibrado
Rtings,over-ear,Skullcandy Hesh ANC,Skullcandy,Hesh ANC,4.2379856115107915,5.099129760708856,49.00870239291144,Buen tono – Musical equilibrado
Rtings,over-ear,Skullcandy Hesh Evo,Skullcandy,Hesh Evo,4.8680719424460435,5.92205060003311,40.7794939996689,Personalizado – Firma no neutra
Rtings,over-ear,Skullcandy Riff Wireless 2,Skullcandy,Riff Wireless 2,3.5355683453237408,4.689614700928582,53.10385299071419,Buen tono – Musical equilibrado
Rtings,over-ear,Skullcandy Venue,Skullcandy,Venue,5.761841726618705,6.738419749423782,32.615802505762176,Personalizado – Firma no neutra
Auriculares Argentina,over-ear,Sony MDR-ZX110,Sony,MDR-ZX110,5.653438848920863,7.2386114173782365,27.61388582621764,Personalizado – Firma no neutra
Harpo,in-ear,Sony MDR-XB41EX,Sony,MDR-XB41EX,4.200388489208633,5.11925487777246,48.807451222275404,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sony MDR-AS40EX,Sony,MDR-AS40EX,2.8448776978417265,3.8909001196390527,61.09099880360947,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sony MDR-AS50G,Sony,MDR-AS50G,2.6315107913669067,3.49846864752249,65.0153135247751,Estilo Harman – Usuario general
Headphone.com Legacy,in-ear,Sony MDR-EX56LP,Sony,MDR-EX56LP,5.414561151079137,6.0411499453225375,39.588500546774625,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Sony MDR-EX57LP,Sony,MDR-EX57LP,3.283079136690647,4.069701065507137,59.30298934492863,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sony MDR-DS3000,Sony,MDR-DS3000,6.643510791366906,9.02977394810949,9.702260518905092,Alternativo
Headphone.com Legacy,over-ear,Sony MDR-DS6000,Sony,MDR-DS6000,4.9032374100719425,7.328539059608091,26.714609403919084,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sony MDR-G75,Sony,MDR-G75,4.109841726618705,6.404418483758531,35.955815162414694,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sony MDR-Q68LW,Sony,MDR-Q68LW,5.769611510791367,8.984828283310458,10.151717166895423,Alternativo
Headphone.com Legacy,over-ear,Sony MDR-V500,Sony,MDR-V500,6.593812949640287,9.714487319714411,2.8551268028558923,Alternativo
Headphone.com Legacy,over-ear,Sony MDR-V700,Sony,MDR-V700,6.227798561151078,9.357183075472749,6.428169245272514,Alternativo
Headphone.com Legacy,over-ear,Sony MDR-Z1000,Sony,MDR-Z1000,5.698388489208633,8.435062639163903,15.649373608360975,Alternativo
Innerfidelity,in-ear,Sony MDR-EX600,Sony,MDR-EX600,4.383697841726619,6.19126257157745,38.0873742842255,Personalizado – Firma no neutra
Innerfidelity,in-ear,Sony MH1C,Sony,MH1C,3.6573237410071946,4.616644893420161,53.83355106579839,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sony DR-Z7,Sony,DR-Z7,6.6095395683453235,8.25409142061415,17.459085793858492,Alternativo
Innerfidelity,over-ear,Sony MDR-1R,Sony,MDR-1R,4.753093525179856,6.443476026909118,35.565239730908814,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-1RBT,Sony,MDR-1RBT,4.417827338129496,5.434518305115284,45.65481694884716,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sony MDR-CD3000,Sony,MDR-CD3000,3.8762446043165464,6.0176472254109745,39.82352774589025,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-D77 Eggo,Sony,MDR-D77 Eggo,5.295755395683454,7.0285809634457665,29.714190365542336,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-SA3000,Sony,MDR-SA3000,5.055453237410072,7.465991229299109,25.340087707008905,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-V600,Sony,MDR-V600,4.815021582733813,6.442907985479268,35.570920145207324,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-XB1000,Sony,MDR-XB1000,5.440158273381295,6.36710847714347,36.32891522856531,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sony MDR-Z7,Sony,MDR-Z7,2.5113956834532374,3.122840295434809,68.7715970456519,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sony MDR-ZX1000,Sony,MDR-ZX1000,5.189107913669065,7.786681536605821,22.133184633941795,Personalizado – Firma no neutra
kr0mka,in-ear,Sony MDR-XB55AP,Sony,MDR-XB55AP,4.039582733812949,5.209248706515263,47.907512934847375,Buen tono – Musical equilibrado
oratory1990,earbud,Sony XEA20 Xperia Ear Duo,Sony,XEA20 Xperia Ear Duo,,,,
oratory1990,in-ear,Sony IER-M7,Sony,IER-M7,2.355453237410072,3.001040922530887,69.98959077469112,Estilo Harman – Usuario general
oratory1990,in-ear,Sony MDR-EX10,Sony,MDR-EX10,3.6222014388489208,4.539030305594788,54.60969694405212,Buen tono – Musical equilibrado
oratory1990,in-ear,Sony MDR-XB50,Sony,MDR-XB50,3.8520575539568345,4.621358796101225,53.78641203898775,Buen tono – Musical equilibrado
oratory1990,in-ear,Sony MDR-XB80BS,Sony,MDR-XB80BS,2.5103021582733813,3.475128070721088,65.24871929278912,Estilo Harman – Usuario general
oratory1990,in-ear,Sony XBA-H3,Sony,XBA-H3,2.231165467625899,2.8591108946512844,71.40889105348715,Estilo Harman – Usuario general
oratory1990,in-ear,Sony XBA-N1,Sony,XBA-N1,3.1510359712230214,3.8908923908433013,61.09107609156699,Buen tono – Musical equilibrado
oratory1990,over-ear,Sony MDR-F1,Sony,MDR-F1,7.36453237410072,10.688845103203983,0.0,Alternativo
oratory1990,over-ear,Sony MDR-MA900,Sony,MDR-MA900,4.199021582733813,6.0492887744146415,39.507112255853585,Personalizado – Firma no neutra
oratory1990,over-ear,Sony MDR-R10,Sony,MDR-R10,5.644834532374101,8.606171217305796,13.93828782694203,Alternativo
oratory1990,over-ear,Sony MDR-ZX310,Sony,MDR-ZX310,4.969956834532374,8.152202685967366,18.47797314032634,Alternativo
RikudouGoku,in-ear,Sony MDR-EX800ST,Sony,MDR-EX800ST,3.779136690647482,5.289287313785269,47.10712686214731,Buen tono – Musical equilibrado
RikudouGoku,in-ear,Sony MDR-XB75AP,Sony,MDR-XB75AP,3.7593381294964026,4.772921371368502,52.27078628631497,Buen tono – Musical equilibrado
RikudouGoku,in-ear,Sony XBA-A2,Sony,XBA-A2,4.133985611510791,4.846169116726497,51.538308832735034,Buen tono – Musical equilibrado
RikudouGoku,in-ear,Sony XBA-N3AP,Sony,XBA-N3AP,3.7668776978417267,4.75491209853013,52.4508790146987,Buen tono – Musical equilibrado
Rtings,earbud,Sony Float Run,Sony,Float Run,,,,
Rtings,earbud,Sony LinkBuds,Sony,LinkBuds,,,,
Rtings,in-ear,Sony INZONE Buds,Sony,INZONE Buds,2.9141007194244604,3.4700766893853845,65.29923310614615,Estilo Harman – Usuario general
Rtings,in-ear,Sony MDR-XB50AP,Sony,MDR-XB50AP,3.98663309352518,4.955194483983521,50.448055160164785,Buen tono – Musical equilibrado
Rtings,in-ear,Sony WF-C700N,Sony,WF-C700N,2.8977841726618707,7.460024591546252,25.399754084537477,Personalizado – Firma no neutra
Rtings,in-ear,Sony WF-SP700N,Sony,WF-SP700N,4.793122302158273,5.980812076426175,40.19187923573825,Personalizado – Firma no neutra
Rtings,in-ear,Sony WF-SP800N,Sony,WF-SP800N,3.9327482014388493,4.543683543545357,54.56316456454643,Buen tono – Musical equilibrado
Rtings,in-ear,Sony WI-1000XM2,Sony,WI-1000XM2,3.008992805755396,5.615769279833044,43.842307201669556,Personalizado – Firma no neutra
Rtings,in-ear,Sony WI-C200,Sony,WI-C200,2.644071942446043,3.4768693641751294,65.2313063582487,Estilo Harman – Usuario general
Rtings,in-ear,Sony WI-C300,Sony,WI-C300,2.6239424460431655,3.237874780396113,67.62125219603887,Estilo Harman – Usuario general
Rtings,in-ear,Sony WI-C310,Sony,WI-C310,2.1658561151079136,2.9219424651734967,70.78057534826503,Estilo Harman – Usuario general
Rtings,in-ear,Sony WI-C400,Sony,WI-C400,3.797064748201439,5.27878670385044,47.2121329614956,Buen tono – Musical equilibrado
Rtings,in-ear,Sony WI-C600N,Sony,WI-C600N,2.361179856115108,3.041680480241949,69.58319519758051,Estilo Harman – Usuario general
Rtings,in-ear,Sony WI-SP500,Sony,WI-SP500,5.5471942446043165,8.05846908716395,19.415309128360505,Alternativo
Rtings,in-ear,Sony WI-SP600N,Sony,WI-SP600N,5.3995251798561155,6.787443622988834,32.125563770111654,Personalizado – Firma no neutra
Rtings,in-ear,Sony WI-XB400,Sony,WI-XB400,2.9868489208633093,3.9446462032817022,60.553537967182976,Buen tono – Musical equilibrado
Rtings,over-ear,Sony h,Sony,h,2.4623309352517984,3.4811319997954686,65.18868000204532,Estilo Harman – Usuario general
Rtings,over-ear,Sony INZONE H3,Sony,INZONE H3,3.1032805755395687,4.5885277336625006,54.11472266337499,Buen tono – Musical equilibrado
Rtings,over-ear,Sony INZONE H7,Sony,INZONE H7,4.438359712230215,5.8153362608999775,41.84663739100023,Personalizado – Firma no neutra
Rtings,over-ear,Sony INZONE H9,Sony,INZONE H9,5.400201438848921,6.565281388655799,34.34718611344201,Personalizado – Firma no neutra
Rtings,over-ear,Sony MDR-1A,Sony,MDR-1A,1.9188633093525178,2.5932835495458884,74.06716450454113,Estilo Harman – Usuario general
Rtings,over-ear,Sony MDR-XB950B1,Sony,MDR-XB950B1,5.282374100719425,6.721016891628376,32.78983108371624,Personalizado – Firma no neutra
Rtings,over-ear,Sony MDR-XB950N1,Sony,MDR-XB950N1,4.7865323741007195,6.371933557891753,36.28066442108248,Personalizado – Firma no neutra
Rtings,over-ear,Sony MDR-ZX110NC,Sony,MDR-ZX110NC,3.1294676258992804,3.933554491201539,60.66445508798461,Buen tono – Musical equilibrado
Rtings,over-ear,Sony MDR-ZX770BN,Sony,MDR-ZX770BN,4.664302158273381,5.645820342353226,43.54179657646774,Personalizado – Firma no neutra
Rtings,over-ear,Sony PULSE 3D,Sony,PULSE 3D,3.58968345323741,5.056287929489309,49.43712070510691,Buen tono – Musical equilibrado
Rtings,over-ear,Sony WH-CH400,Sony,WH-CH400,2.2871510791366907,3.6421563499797536,63.578436500202464,Estilo Harman – Usuario general
Rtings,over-ear,Sony WH-CH500,Sony,WH-CH500,3.079410071942446,4.796656464393721,52.03343535606279,Buen tono – Musical equilibrado
Rtings,over-ear,Sony WH-CH520,Sony,WH-CH520,2.093410071942446,3.072659148783724,69.27340851216276,Estilo Harman – Usuario general
Rtings,over-ear,Sony WH-CH700N,Sony,WH-CH700N,3.8187625899280575,4.752674975680583,52.473250243194165,Buen tono – Musical equilibrado
Rtings,over-ear,Sony WH-CH710N,Sony,WH-CH710N,3.323424460431655,4.298001643728909,57.01998356271091,Buen tono – Musical equilibrado
Rtings,over-ear,Sony WH-CH720N,Sony,WH-CH720N,4.756705035971223,8.07155560769159,19.284443923084098,Alternativo
Rtings,over-ear,Sony WH-H910N,Sony,WH-H910N,2.9752949640287767,3.616138546241213,63.83861453758787,Estilo Harman – Usuario general
Rtings,over-ear,Sony WH-XB700,Sony,WH-XB700,4.840633093525179,5.899689322389733,41.00310677610267,Personalizado – Firma no neutra
Rtings,over-ear,Sony WH-XB900N,Sony,WH-XB900N,5.050028776978417,6.132260101857596,38.67739898142404,Personalizado – Firma no neutra
Rtings,over-ear,Sony WH-XB910N,Sony,WH-XB910N,5.7332374100719425,6.597050921685336,34.02949078314664,Personalizado – Firma no neutra
Super Review,in-ear,Sony IER-NW510N,Sony,IER-NW510N,5.350359712230216,6.474470240265711,35.25529759734289,Personalizado – Firma no neutra
Super Review,in-ear,Sony MDR-AS800,Sony,MDR-AS800,2.327122302158273,3.2596963931537504,67.4030360684625,Estilo Harman – Usuario general
Super Review,in-ear,Sony MH1,Sony,MH1,3.975151079136691,4.917852180773884,50.82147819226116,Buen tono – Musical equilibrado
Super Review,over-ear,Sony MDR-CD900ST,Sony,MDR-CD900ST,3.608892086330935,5.418471179960041,45.81528820039959,Buen tono – Musical equilibrado
DHRME,in-ear,SoundPeats Engine,SoundPeats,Engine,2.7792805755395684,4.692364224395682,53.07635775604318,Buen tono – Musical equilibrado
Regan Cipher,earbud,SoundPeats GoFree 2,SoundPeats,GoFree 2,,,,
Regan Cipher,earbud,SoundPeats RunFree Lite,SoundPeats,RunFree Lite,,,,
Regan Cipher,earbud,SoundPeats RunFree,SoundPeats,RunFree,,,,
Regan Cipher,earbud,SoundPeats Wings2,SoundPeats,Wings2,,,,
Regan Cipher,in-ear,SoundPeats Air3 Deluxe HS,SoundPeats,Air3 Deluxe HS,5.47821582733813,6.384098974188152,36.15901025811848,Personalizado – Firma no neutra
Regan Cipher,in-ear,SoundPeats Air3,SoundPeats,Air3,7.981309352517986,10.987001443497878,0.0,Alternativo
Regan Cipher,in-ear,SoundPeats Clear,SoundPeats,Clear,1.4749928057553958,2.1132715269843083,78.86728473015691,Estilo Harman – Usuario general
Regan Cipher,in-ear,SoundPeats H1,SoundPeats,H1,3.8701007194244603,4.827381851435449,51.72618148564551,Buen tono – Musical equilibrado
Regan Cipher,in-ear,SoundPeats H2,SoundPeats,H2,2.386273381294964,3.047450261042037,69.52549738957963,Estilo Harman – Usuario general
Regan Cipher,in-ear,SoundPeats Life Classic,SoundPeats,Life Classic,2.5904028776978416,3.515131955114986,64.84868044885013,Estilo Harman – Usuario general
Regan Cipher,in-ear,SoundPeats Life,SoundPeats,Life,2.882158273381295,3.5607591139567276,64.39240886043272,Estilo Harman – Usuario general
Regan Cipher,in-ear,SoundPeats Mini,SoundPeats,Mini,2.651251798561151,3.1481875109841453,68.51812489015855,Estilo Harman – Usuario general
Rtings,in-ear,SoundPeats Q9A,SoundPeats,Q9A,4.776086330935252,5.707508849418199,42.92491150581802,Personalizado – Firma no neutra
Rtings,in-ear,SoundPeats TrueFree 2,SoundPeats,TrueFree 2,3.4177410071942447,4.626638399280609,53.73361600719391,Buen tono – Musical equilibrado
Rtings,in-ear,SoundPeats TrueFree,SoundPeats,TrueFree,4.2556402877697845,5.033781635505938,49.66218364494062,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Stax SR-003 SA-1993,Stax,SR-003 SA-1993,4.457223021582734,5.8030256930539785,41.969743069460215,Personalizado – Firma no neutra
Innerfidelity,over-ear,Stax 4070,Stax,4070,2.533064748201439,3.1425324984154295,68.57467501584571,Estilo Harman – Usuario general
Innerfidelity,over-ear,Stax Lambda Nova Signature,Stax,Lambda Nova Signature,3.156028776978417,3.6513528782804077,63.48647121719593,Estilo Harman – Usuario general
Innerfidelity,over-ear,Stax SR-1,Stax,SR-1,6.434230215827338,10.28414777196844,0.0,Alternativo
Innerfidelity,over-ear,Stax SR-207,Stax,SR-207,3.2422877697841725,3.967134895686752,60.32865104313248,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Stax SR-3,Stax,SR-3,7.08705035971223,12.155027760400841,0.0,Alternativo
Innerfidelity,over-ear,Stax SR-40 Electret SR4 Adapter,Stax,SR-40 Electret SR4 Adapter,6.197496402877698,10.819963549985813,0.0,Alternativo
Innerfidelity,over-ear,Stax SR-404 Ltd SSL-0670,Stax,SR-404 Ltd SSL-0670,3.4514676258992805,4.251412071808206,57.485879281917946,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Stax SR-404 S 2742,Stax,SR-404 S 2742,3.6612517985611515,4.476334751306631,55.23665248693369,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Stax SR-507,Stax,SR-507,2.9192805755395685,3.49340216766349,65.0659783233651,Estilo Harman – Usuario general
Innerfidelity,over-ear,Stax SR-Gamma Pro,Stax,SR-Gamma Pro,4.41894964028777,7.9662619073803,20.337380926197,Alternativo
Innerfidelity,over-ear,Stax SR-Lambda Signature,Stax,SR-Lambda Signature,2.756086330935252,4.341442985257851,56.58557014742149,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Stax SR-Sigma 07381,Stax,SR-Sigma 7381,6.376143884892087,9.173645298220002,8.26354701779998,Alternativo
Innerfidelity,over-ear,Stax SR-X Mk3 Pro,Stax,SR-X Mk3 Pro,2.9745179856115107,3.975724340139414,60.24275659860586,Buen tono – Musical equilibrado
oratory1990,in-ear,Stax SR-003MK2,Stax,SR-003MK2,4.49641726618705,5.414783905956122,45.852160940438786,Buen tono – Musical equilibrado
oratory1990,over-ear,Stax Lambda Nova Basic,Stax,Lambda Nova Basic,4.267093525179856,5.691674558561438,43.08325441438562,Personalizado – Firma no neutra
oratory1990,over-ear,Stax SR Lambda Pro Classic (bad seal),Stax,SR Lambda Pro Classic,5.154992805755396,8.380976042470259,16.19023957529741,Alternativo
oratory1990,over-ear,Stax SR-009S,Stax,SR-009S,5.223913669064748,6.512100767254581,34.878992327454185,Personalizado – Firma no neutra
oratory1990,over-ear,Stax SR-404,Stax,SR-404,4.856,7.845778794491107,21.542212055088925,Personalizado – Firma no neutra
oratory1990,over-ear,Stax SR-404LE,Stax,SR-404LE,5.598489208633093,9.310769837345823,6.892301626541766,Alternativo
oratory1990,over-ear,Stax SR-5 Gold,Stax,SR-5 Gold,3.650517985611511,5.010705302240322,49.89294697759678,Buen tono – Musical equilibrado
oratory1990,over-ear,Stax SR-L300 LTD,Stax,SR-L300 LTD,5.754071942446043,8.890445408883929,11.095545911160713,Alternativo
oratory1990,over-ear,Stax SR-L500,Stax,SR-L500,4.788287769784173,6.562016425485791,34.37983574514209,Personalizado – Firma no neutra
oratory1990,over-ear,Stax SR-Lambda Pro Classic,Stax,SR-Lambda Pro Classic,3.4692805755395684,4.149770228535586,58.502297714644136,Buen tono – Musical equilibrado
oratory1990,over-ear,Stax SR-Lambda Pro,Stax,SR-Lambda Pro,4.766374100719425,7.865455490430446,21.34544509569554,Personalizado – Firma no neutra
Innerfidelity,in-ear,SteelSeries Flux In-Ear,SteelSeries,Flux In-Ear,2.8441438848920866,3.7100454339943276,62.899545660056724,Estilo Harman – Usuario general
Innerfidelity,in-ear,SteelSeries Flux InEar Pro,SteelSeries,Flux InEar Pro,4.018503597122303,6.275618505446238,37.243814945537615,Personalizado – Firma no neutra
Rtings,in-ear,SteelSeries Tusq,SteelSeries,Tusq,6.052748201438849,7.126153734684631,28.73846265315369,Personalizado – Firma no neutra
Rtings,over-ear,SteelSeries Arctis 1 Wireless,SteelSeries,Arctis 1 Wireless,2.5490071942446044,3.2022185654647615,67.97781434535239,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis 1,SteelSeries,Arctis 1,2.601769784172662,3.3168900012776334,66.83109998722367,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis 3 2019 Edition,SteelSeries,Arctis 3 2019 Edition,3.409136690647482,4.197459132078313,58.025408679216866,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis 5 2019 Edition,SteelSeries,Arctis 5 2019 Edition,2.3831079136690647,3.122796708172906,68.77203291827094,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis 7 2019 Edition,SteelSeries,Arctis 7 2019 Edition,3.1907482014388493,4.067610809534477,59.32389190465523,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis 7X,SteelSeries,Arctis 7X,3.4380719424460433,4.356782754650847,56.43217245349153,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis 9,SteelSeries,Arctis 9,3.016820143884892,4.015251051577503,59.847489484224965,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis 9X,SteelSeries,Arctis 9X,2.3811942446043166,3.636330093206967,63.63669906793033,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis Nova 1,SteelSeries,Arctis Nova 1,2.6866906474820142,4.195424794777413,58.04575205222587,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis Nova 3,SteelSeries,Arctis Nova 3,2.623208633093525,3.794333582874534,62.05666417125466,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis Nova 7,SteelSeries,Arctis Nova 7,2.5075395683453237,3.834069611284159,61.659303887158416,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis Nova Pro,SteelSeries,Arctis Nova Pro,2.874748201438849,4.103204240099586,58.96795759900414,Buen tono – Musical equilibrado
Rtings,over-ear,SteelSeries Arctis Prime,SteelSeries,Arctis Prime,2.387453237410072,3.226238783885576,67.73761216114424,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis Pro GameDAC,SteelSeries,Arctis Pro GameDAC,2.1368345323741007,3.243062856413283,67.56937143586717,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Arctis Pro Wireless,SteelSeries,Arctis Pro Wireless,2.2563741007194245,3.4965898700626097,65.0341012993739,Estilo Harman – Usuario general
Rtings,over-ear,SteelSeries Siberia 200,SteelSeries,Siberia 200,2.8103741007194247,3.425221244757712,65.74778755242288,Estilo Harman – Usuario general
Rtings,over-ear,AKG K240 MKII,AKG,K240 MKII,3.7489064748201435,5.286192942689297,47.13807057310703,Buen tono – Musical equilibrado
oratory1990,over-ear,AKG K240 Sextett,AKG,K240 Sextett,3.6292086330935254,4.423107147077987,55.76892852922013,Buen tono – Musical equilibrado
Innerfidelity,over-ear,AKG K267 Tiesto (club),AKG,K267 Tiesto,2.9402302158273383,3.9001036326389764,60.998963673610234,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,AKG K271 MKII,AKG,K271 MKII,4.747007194244604,7.358037381035749,26.419626189642514,Personalizado – Firma no neutra
Innerfidelity,in-ear,AKG K3003 (high boost filter),AKG,K3003,2.9668489208633093,3.8600650085851655,61.399349914148345,Buen tono – Musical equilibrado
Rtings,over-ear,AKG K371,AKG,K371,1.4603884892086332,2.1226491185722476,78.77350881427752,Estilo Harman – Usuario general
oratory1990,over-ear,AKG K601 (K701 earpads),AKG,K601,3.2072805755395684,4.451123825434709,55.48876174565291,Buen tono – Musical equilibrado
Rtings,over-ear,AKG K701,AKG,K701,3.7445467625899282,5.007640349556225,49.92359650443775,Buen tono – Musical equilibrado
oratory1990,over-ear,AKG K702,AKG,K702,2.8794388489208633,3.711235187738044,62.88764812261956,Estilo Harman – Usuario general
Super Review,over-ear,AKG K712,AKG,K712,2.8892374100719422,3.8061960466223677,61.938039533776326,Estilo Harman – Usuario general
Innerfidelity,over-ear,AKG K7XX,AKG,K7XX,2.650892086330935,3.337407105381416,66.62592894618584,Estilo Harman – Usuario general
Innerfidelity,over-ear,AKG K812 (serial number 001130),AKG,K812,2.5599856115107915,3.351409088383249,66.4859091161675,Estilo Harman – Usuario general
oratory1990,in-ear,AKG N5005,AKG,N5005,1.6698273381294964,2.47690009905919,75.2309990094081,Estilo Harman – Usuario general
Filk,over-ear,AKG N700NC M2 (passive),AKG,N700NC M2,3.724215827338129,4.487702926214795,55.12297073785205,Buen tono – Musical equilibrado
Rtings,over-ear,AKG Q701,AKG,Q701,3.3269208633093528,4.448264571475232,55.517354285247684,Buen tono – Musical equilibrado
Harpo,in-ear,Anker Soundcore Liberty 3 Pro,Anker,Soundcore Liberty 3 Pro,2.933381294964029,3.878385705864392,61.21614294135608,Buen tono – Musical equilibrado
oratory1990,over-ear,Anker Soundcore Life Q30 (ANC on),Anker,Soundcore Life Q30,5.954647482014388,7.1860562222109685,28.139437777890322,Personalizado – Firma no neutra
oratory1990,over-ear,Anker Soundcore Life Q35 (ANC on),Anker,Soundcore Life Q35,4.779568345323741,6.076859042905153,39.23140957094847,Personalizado – Firma no neutra
Filk,over-ear,Anker Soundcore Space Q45,Anker,Soundcore Space Q45,4.796978417266187,5.687458498544132,43.12541501455868,Personalizado – Firma no neutra
freeryder05,in-ear,Audeze iSINE 10,Audeze,iSINE 10,7.77210071942446,10.331673859941642,0.0,Alternativo
