Frecuencia_Hz,Electrónica_dB,HipHop_dB,Clásica_dB,Gaming_dB,Podcast_dB,Rock_dB,Regueton_dB,Pop_dB,Jazz_dB,Metal_dB,Trap_dB
4857.67,1.428835,-1.2144175,1.7855825,3.428835,3.14233,2.3807766666666668,1.6432525,2.6192233333333332,2.6903883333333334,4.0,-0.7855825
4906.25,1.453125,-1.2265625,1.7734375,3.453125,3.09375,2.3645833333333335,1.6796875,2.6354166666666665,2.6822916666666665,4.0,-0.7734375
4955.31,1.4776550000000002,-1.2388275000000002,1.7611724999999998,3.4776550000000004,3.0446899999999992,2.34823,1.7164825000000004,2.65177,2.674115,4.0,-0.7611724999999999
5004.87,1.502435,-1.2512175,1.7487825,3.502435,2.99513,2.33171,1.7536524999999998,2.66829,2.665855,4.0,-0.7487825
5054.91,1.5274549999999998,-1.2637275,1.7362725,3.527455,2.94509,2.31503,1.7911825,2.68497,2.657515,4.0,-0.7362725000000001
5105.46,1.55273,-1.276365,1.723635,3.55273,2.89454,2.29818,1.8290950000000001,2.70182,2.64909,4.0,-0.723635
5156.52,1.5782600000000002,-1.28913,1.71087,3.57826,2.8434799999999996,2.28116,1.8673900000000003,2.71884,2.64058,4.0,-0.7108699999999999
5208.08,1.60404,-1.30202,1.69798,3.60404,2.79192,2.2639733333333334,1.90606,2.7360266666666666,2.6319866666666667,4.0,-0.69798
5260.16,1.63008,-1.31504,1.68496,3.63008,2.73984,2.2466133333333334,1.94512,2.7533866666666666,2.6233066666666667,4.0,-0.68496
5312.77,1.6563850000000002,-1.3281925,1.6718075,3.656385,2.6872299999999996,2.229076666666667,1.9845775000000003,2.770923333333333,2.6145383333333334,4.0,-0.6718074999999999
5365.89,1.6829450000000001,-1.3414725,1.6585275,3.682945,2.6341099999999997,2.21137,2.0244175,2.78863,2.605685,4.0,-0.6585274999999999
5419.55,1.709775,-1.3548875,1.6451125,3.709775,2.58045,2.1934833333333335,2.0646625,2.8065166666666665,2.5967416666666665,4.0,-0.6451125
5473.75,1.736875,-1.3684375,1.6315625,3.736875,2.52625,2.1754166666666666,2.1053125,2.8245833333333334,2.5877083333333335,4.0,-0.6315625
5528.49,1.7642449999999998,-1.3821225,1.6178775,3.764245,2.4715100000000003,2.1571700000000003,2.1463674999999998,2.8428299999999997,2.578585,4.0,-0.6178775000000001
5583.77,1.7918850000000002,-1.3959425,1.6040575,3.791885,2.4162299999999997,2.138743333333333,2.1878275,2.861256666666667,2.5693716666666666,4.0,-0.6040574999999999
5639.61,1.819805,-1.4099024999999998,1.5900975000000002,3.8198049999999997,2.36039,2.12013,2.2297075,2.87987,2.5600650000000003,4.0,-0.5900975
5696.0,1.8479999999999999,-1.424,1.576,3.848,2.304,2.1013333333333333,2.2720000000000002,2.8986666666666667,2.550666666666667,4.0,-0.5760000000000001
5752.96,1.87648,-1.43824,1.56176,3.87648,2.2470399999999997,2.0823466666666666,2.3147200000000003,2.9176533333333334,2.5411733333333335,4.0,-0.56176
5810.49,1.9052449999999999,-1.4526225,1.5473775,3.905245,2.1895100000000003,2.06317,2.3578675,2.93683,2.531585,4.0,-0.5473775000000001
5868.6,1.9343000000000004,-1.4671500000000002,1.5328499999999998,3.9343000000000004,2.1313999999999997,2.0438,2.4014500000000005,2.9562,2.5219,4.0,-0.5328499999999998
5927.28,1.9636399999999998,-1.48182,1.51818,3.96364,2.0727200000000003,2.0242400000000003,2.4454599999999997,2.9757599999999997,2.51212,4.0,-0.5181800000000001
5986.56,1.9932800000000004,-1.4966400000000002,1.5033599999999998,3.9932800000000004,2.0134399999999997,2.00448,2.4899200000000006,2.99552,2.50224,4.0,-0.5033599999999998
6046.42,2.0232099999999997,-1.5116049999999999,1.4883950000000001,4.02321,1.97679,1.988395,2.534815,3.0,2.4941975,3.988395,-0.488395
6106.89,2.053445,-1.5267225,1.4732775,4.053445,1.9465549999999998,1.9732775,2.5801675,3.0,2.48663875,3.9732775,-0.4732774999999999
6167.96,2.08398,-1.54199,1.45801,4.08398,1.91602,1.95801,2.62597,3.0,2.479005,3.95801,-0.45801000000000003
6229.64,2.11482,-1.55741,1.44259,4.11482,1.8851799999999999,1.9425899999999998,2.6722300000000003,3.0,2.471295,3.94259,-0.44258999999999993
6291.93,2.1459650000000003,-1.5729825000000002,1.4270174999999998,4.145965,1.8540349999999999,1.9270174999999998,2.7189475000000005,3.0,2.46350875,3.9270175,-0.42701749999999994
6354.85,2.1774250000000004,-1.5887125000000002,1.4112874999999998,4.177425,1.8225749999999998,1.9112874999999998,2.7661375,3.0,2.45564375,3.9112875,-0.4112874999999999
6418.4,2.2092,-1.6046,1.3954,4.2092,1.7908000000000002,1.8954,2.8137999999999996,3.0,2.4477,3.8954,-0.3954000000000001
6482.58,2.2412900000000002,-1.6206450000000001,1.3793549999999999,4.24129,1.75871,1.879355,2.861935,3.0,2.4396775,3.879355,-0.379355
6547.41,2.2737049999999996,-1.6368524999999998,1.3631475000000002,4.273705,1.7262950000000001,1.8631475,2.9105575,3.0,2.43157375,3.8631475,-0.36314750000000007
6612.88,2.3064400000000003,-1.6532200000000001,1.3467799999999999,4.30644,1.69356,1.8467799999999999,2.9596600000000004,3.0,2.42339,3.84678,-0.34678
6679.01,2.339505,-1.6697525,1.3302475,4.339505,1.6604949999999998,1.8302475,3.0092575000000004,3.0,2.41512375,3.8302475,-0.3302474999999999
6745.8,2.3729,-1.68645,1.31355,4.3729,1.6271,1.81355,3.0593500000000002,3.0,2.406775,3.8135499999999998,-0.31355
6813.26,2.40663,-1.703315,1.296685,4.40663,1.59337,1.7966849999999999,3.109945,3.0,2.3983425,3.796685,-0.296685
6881.39,2.4406950000000003,-1.7203475000000001,1.2796524999999999,4.440695,1.5593049999999997,1.7796524999999999,3.1610425,3.0,2.38982625,3.7796525,-0.27965249999999986
6950.21,2.475105,-1.7375525,1.2624475,4.475105,1.524895,1.7624475,3.2126575,3.0,2.38122375,3.7624475,-0.26244749999999994
7019.71,2.509855,-1.7549275,1.2450725,4.509855,1.490145,1.7450725,3.2647825,3.0,2.37253625,3.7450725,-0.24507250000000003
7089.91,2.544955,-1.7724775,1.2275225,4.544955,1.4550450000000001,1.7275225,3.3174325,3.0,2.36376125,3.7275225,-0.22752250000000007
7160.81,2.5804050000000003,-1.7902025000000001,1.2097974999999999,4.580405000000001,1.4195949999999997,1.7097974999999999,3.3706075,3.0,2.35489875,3.7097975,-0.20979749999999986
7232.41,2.616205,-1.8081025,1.1918975,4.616205,1.383795,1.6918975,3.4243075,3.0,2.34594875,3.6918975,-0.19189750000000005
7304.74,2.65237,-1.826185,1.173815,4.6523699999999995,1.34763,1.673815,3.478555,3.0,2.3369075,3.6738150000000003,-0.17381500000000005
7377.79,2.688895,-1.8444475,1.1555525,4.6888950000000005,1.311105,1.6555525,3.5333425,3.0,2.32777625,3.6555524999999998,-0.15555249999999998
7451.56,2.7257800000000003,-1.8628900000000002,1.1371099999999998,4.72578,1.2742199999999997,1.6371099999999998,3.5886700000000005,3.0,2.318555,3.63711,-0.13710999999999984
7526.08,2.76304,-1.88152,1.11848,4.76304,1.23696,1.61848,3.64456,3.0,2.30924,3.61848,-0.11848000000000003
7601.34,2.80067,-1.900335,1.099665,4.80067,1.1993299999999998,1.599665,3.7010050000000003,3.0,2.2998325,3.599665,-0.09966499999999989
7677.35,2.8386750000000003,-1.9193375000000001,1.0806624999999999,4.838675,1.1613249999999997,1.5806624999999999,3.7580125000000004,3.0,2.29033125,3.5806625,-0.08066249999999986
7754.13,2.877065,-1.9385325,1.0614675,4.877065,1.122935,1.5614675,3.8155975,3.0,2.28073375,3.5614675,-0.06146750000000001
7831.67,2.9158350000000004,-1.9579175000000002,1.0420824999999998,4.915835,1.084165,1.5420825,3.8737525,3.0,2.27104125,3.5420825,-0.04208249999999991
7909.98,2.9549899999999996,-1.9774949999999998,1.0225050000000002,4.95499,1.0450100000000002,1.5225050000000002,3.932485,3.0,2.2612525,3.522505,-0.022505000000000108
7989.08,2.9945399999999998,-1.9972699999999999,1.0027300000000001,4.99454,1.00546,1.5027300000000001,3.99181,3.0,2.251365,3.50273,-0.00273000000000001
8068.98,3.03449,-2.0,1.0,5.03449,0.9655100000000001,1.482755,4.03449,3.0,2.2413775,3.482755,0.034489999999999785
8149.67,3.074835,-2.0,1.0,5.074835,0.925165,1.4625825,4.074835,3.0,2.23129125,3.4625825,0.07483500000000004
8231.16,3.11558,-2.0,1.0,5.11558,0.88442,1.44221,4.11558,3.0,2.221105,3.44221,0.11557999999999993
8313.47,3.156735,-2.0,1.0,5.156734999999999,0.8432650000000004,1.4216325000000003,4.156734999999999,3.0,2.21081625,3.4216325000000003,0.15673499999999968
8396.61,3.1983050000000004,-2.0,1.0,5.198305,0.8016949999999996,1.4008474999999998,4.198305,3.0,2.2004237499999997,3.4008475,0.1983050000000003
8480.57,3.240285,-2.0,1.0,5.240285,0.7597150000000001,1.3798575,4.240285,3.0,2.18992875,3.3798575,0.24028499999999986
8565.38,3.2826899999999997,-2.0,1.0,5.28269,0.7173100000000003,1.3586550000000002,4.28269,3.0,2.1793275000000003,3.358655,0.2826899999999996
8651.03,3.325515,-2.0,1.0,5.325515,0.6744849999999996,1.3372425,4.325515,3.0,2.1686212499999997,3.3372425,0.32551500000000033
8737.54,3.3687700000000005,-2.0,1.0,5.3687700000000005,0.6312299999999995,1.3156149999999998,4.3687700000000005,3.0,2.1578074999999997,3.3156149999999998,0.36877000000000043
8824.92,3.4124600000000003,-2.0,1.0,5.41246,0.58754,1.2937699999999999,4.41246,3.0,2.146885,3.29377,0.41246000000000005
8913.17,3.456585,-2.0,1.0,5.4565850000000005,0.543415,1.2717075,4.4565850000000005,3.0,2.13585375,3.2717074999999998,0.456585
9002.3,3.5011499999999995,-2.0,1.0,5.50115,0.49885000000000024,1.249425,4.50115,3.0,2.1247125000000002,3.249425,0.5011499999999997
9092.32,3.54616,-2.0,1.0,5.5461599999999995,0.45384,1.22692,4.5461599999999995,3.0,2.11346,3.22692,0.5461599999999999
9183.25,3.591625,-2.0,1.0,5.5916250000000005,0.40837499999999993,1.2041875,4.5916250000000005,3.0,2.10209375,3.2041874999999997,0.5916250000000001
9275.08,3.63754,-2.0,1.0,5.6375399999999996,0.36246,1.18123,4.6375399999999996,3.0,2.090615,3.1812300000000002,0.63754
9367.83,3.683915,-2.0,1.0,5.683915,0.31608499999999995,1.1580425,4.683915,3.0,2.07902125,3.1580425,0.6839149999999999
9461.51,3.7307550000000003,-2.0,1.0,5.730755,0.26924499999999996,1.1346224999999999,4.730755,3.0,2.06731125,3.1346225,0.7307550000000002
9556.12,3.7780600000000004,-2.0,1.0,5.77806,0.22193999999999958,1.1109699999999998,4.77806,3.0,2.055485,3.11097,0.7780600000000004
9651.68,3.8258400000000004,-2.0,1.0,5.82584,0.17415999999999987,1.0870799999999998,4.82584,3.0,2.04354,3.08708,0.8258400000000001
9748.2,3.8741000000000003,-2.0,1.0,5.8741,0.12589999999999968,1.0629499999999998,4.8741,3.0,2.031475,3.06295,0.8741000000000004
9845.68,3.9228400000000003,-2.0,1.0,5.92284,0.0771599999999999,1.03858,4.92284,3.0,2.01929,3.03858,0.9228400000000002
9944.14,3.9720699999999995,-2.0,1.0,5.9720699999999995,0.027930000000000232,1.0139650000000002,4.9720699999999995,3.0,2.0069825,3.0139650000000002,0.9720699999999998
10043.58,3.9927366666666666,-2.0,0.9963683333333333,6.0,-0.021790000000000198,0.9927366666666667,4.992736666666667,2.9927366666666666,1.9927366666666666,2.9927366666666666,1.02179
10144.02,3.9759966666666666,-2.0,0.9879983333333333,6.0,-0.07201000000000013,0.9759966666666666,4.975996666666666,2.9759966666666666,1.9759966666666666,2.9759966666666666,1.0720100000000004
10245.46,3.95909,-2.0,0.9795450000000001,6.0,-0.12272999999999978,0.9590900000000001,4.95909,2.95909,1.9590900000000002,2.95909,1.1227299999999996
10347.91,3.942015,-2.0,0.9710075,6.0,-0.17395499999999986,0.942015,4.942015,2.942015,1.942015,2.942015,1.1739549999999999
10451.39,3.9247683333333336,-2.0,0.9623841666666667,6.0,-0.22569499999999953,0.9247683333333334,4.924768333333334,2.9247683333333336,1.9247683333333334,2.9247683333333336,1.2256949999999998
10555.91,3.907348333333333,-2.0,0.9536741666666667,6.0,-0.27795499999999995,0.9073483333333333,4.907348333333333,2.907348333333333,1.9073483333333334,2.907348333333333,1.277955
10661.46,3.889756666666667,-2.0,0.9448783333333334,6.0,-0.3307299999999995,0.8897566666666669,4.889756666666667,2.889756666666667,1.8897566666666668,2.889756666666667,1.3307299999999995
10768.08,3.8719866666666665,-2.0,0.9359933333333333,6.0,-0.38404000000000016,0.8719866666666667,4.8719866666666665,2.8719866666666665,1.8719866666666667,2.8719866666666665,1.38404
10875.76,3.85404,-2.0,0.92702,6.0,-0.43788000000000027,0.8540399999999999,4.85404,2.85404,1.85404,2.85404,1.43788
10984.52,3.835913333333333,-2.0,0.9179566666666666,6.0,-0.49226000000000036,0.8359133333333333,4.835913333333333,2.835913333333333,1.8359133333333333,2.835913333333333,1.4922600000000001
11094.36,3.8176066666666664,-2.0,0.9088033333333333,6.0,-0.5471800000000004,0.8176066666666666,4.817606666666666,2.8176066666666664,1.8176066666666666,2.8176066666666664,1.5471800000000002
11205.31,3.799115,-2.0,0.8995575,6.0,-0.6026549999999999,0.7991150000000001,4.7991150000000005,2.799115,1.799115,2.799115,1.6026549999999997
11317.36,3.78044,-2.0,0.89022,6.0,-0.6586800000000004,0.7804399999999999,4.78044,2.78044,1.78044,2.78044,1.6586800000000004
11430.53,3.761578333333333,-2.0,0.8807891666666666,6.0,-0.7152650000000005,0.7615783333333332,4.7615783333333335,2.761578333333333,1.7615783333333332,2.761578333333333,1.7152650000000003
11544.84,3.7425266666666666,-2.0,0.8712633333333333,6.0,-0.7724200000000003,0.7425266666666667,4.742526666666667,2.7425266666666666,1.7425266666666666,2.7425266666666666,1.77242
11660.29,3.7232849999999997,-2.0,0.8616424999999999,6.0,-0.8301450000000004,0.7232849999999998,4.723285,2.7232849999999997,1.7232849999999997,2.7232849999999997,1.8301450000000006
11776.89,3.703851666666667,-2.0,0.8519258333333334,6.0,-0.8884449999999999,0.7038516666666668,4.703851666666667,2.703851666666667,1.7038516666666668,2.703851666666667,1.8884449999999997
11894.66,3.684223333333333,-2.0,0.8421116666666667,6.0,-0.94733,0.6842233333333334,4.684223333333334,2.684223333333333,1.6842233333333334,2.684223333333333,1.94733
12013.6,3.6644,-2.0,0.8321999999999999,6.0,-1.0068000000000001,0.6643999999999999,4.6644,2.6644,1.6643999999999999,2.6644,2.0068
12133.74,3.6443766666666666,-2.0,0.8221883333333333,6.0,-1.0668699999999998,0.6443766666666667,4.644376666666667,2.6443766666666666,1.6443766666666666,2.6443766666666666,2.0668699999999998
12255.08,3.624153333333333,-2.0,0.8120766666666667,6.0,-1.1275400000000002,0.6241533333333333,4.624153333333333,2.624153333333333,1.6241533333333333,2.624153333333333,2.12754
12377.63,3.6037283333333336,-2.0,0.8018641666666667,6.0,-1.1888149999999995,0.6037283333333334,4.603728333333334,2.6037283333333336,1.6037283333333334,2.6037283333333336,2.1888149999999995
12501.41,3.5830983333333335,-2.0,0.7915491666666667,6.0,-1.250705,0.5830983333333334,4.583098333333333,2.5830983333333335,1.5830983333333335,2.5830983333333335,2.250705
12626.42,3.562263333333333,-2.0,0.7811316666666667,6.0,-1.3132100000000002,0.5622633333333333,4.562263333333333,2.562263333333333,1.5622633333333333,2.562263333333333,2.31321
12752.68,3.54122,-2.0,0.77061,6.0,-1.3763400000000003,0.54122,4.54122,2.54122,1.54122,2.54122,2.3763400000000003
12880.21,3.519965,-2.0,0.7599825000000001,6.0,-1.4401049999999995,0.5199650000000002,4.519965,2.519965,1.5199650000000002,2.519965,2.4401049999999995
13009.01,3.498498333333333,-2.0,0.7492491666666666,6.0,-1.504505,0.49849833333333327,4.498498333333333,2.498498333333333,1.4984983333333333,2.498498333333333,2.504505
13139.1,3.4768166666666667,-2.0,0.7384083333333333,6.0,-1.5695500000000004,0.47681666666666667,4.476816666666666,2.4768166666666667,1.4768166666666667,2.4768166666666667,2.5695500000000004
13270.49,3.4549183333333335,-2.0,0.7274591666666668,6.0,-1.6352449999999998,0.4549183333333334,4.4549183333333335,2.4549183333333335,1.4549183333333335,2.4549183333333335,2.635245
13403.2,3.4328,-2.0,0.7163999999999999,6.0,-1.7016000000000004,0.43279999999999985,4.4328,2.4328,1.4327999999999999,2.4328,2.7016000000000004
13537.23,3.4104616666666665,-2.0,0.7052308333333334,6.0,-1.768615,0.4104616666666667,4.4104616666666665,2.4104616666666665,1.4104616666666667,2.4104616666666665,2.768615
13672.6,3.3879,-2.0,0.69395,6.0,-1.8363,0.3878999999999999,4.3879,2.3879,1.3879,2.3879,2.8363
13809.33,3.3651116666666665,-2.0,0.6825558333333334,6.0,-1.904665,0.3651116666666667,4.3651116666666665,2.3651116666666665,1.3651116666666667,2.3651116666666665,2.904665
13947.42,3.3420966666666665,-2.0,0.6710483333333334,6.0,-1.97371,0.3420966666666667,4.3420966666666665,2.3420966666666665,1.3420966666666667,2.3420966666666665,2.97371
14086.9,3.3188500000000003,-2.0,0.659425,6.0,-2.04345,0.3188500000000001,4.31885,2.3188500000000003,1.31885,2.3188500000000003,3.04345
14227.77,3.2953716666666666,-2.0,0.6476858333333333,6.0,-2.1138850000000007,0.2953716666666666,4.295371666666666,2.2953716666666666,1.2953716666666666,2.2953716666666666,3.1138850000000002
14370.04,3.27166,-2.0,0.6358299999999999,6.0,-2.1850200000000006,0.2716599999999999,4.27166,2.27166,1.2716599999999998,2.27166,3.1850200000000006
14513.74,3.24771,-2.0,0.623855,6.0,-2.25687,0.2477100000000001,4.24771,2.24771,1.24771,2.24771,3.25687
14658.88,3.22352,-2.0,0.6117600000000001,6.0,-2.32944,0.22352000000000016,4.223520000000001,2.22352,1.2235200000000002,2.22352,3.3294399999999995
14805.47,3.1990883333333335,-2.0,0.5995441666666668,6.0,-2.402735,0.19908833333333342,4.199088333333333,2.1990883333333335,1.1990883333333335,2.1990883333333335,3.402735
14953.52,3.1744133333333333,-2.0,0.5872066666666667,6.0,-2.4767600000000005,0.1744133333333333,4.174413333333334,2.1744133333333333,1.1744133333333333,2.1744133333333333,3.47676
15103.06,3.14949,-2.0,0.5747450000000001,6.0,-2.5515299999999996,0.14949000000000012,4.14949,2.14949,1.1494900000000001,2.14949,3.5515299999999996
15254.09,3.124318333333333,-2.0,0.5621591666666667,6.0,-2.627045,0.12431833333333331,4.124318333333333,2.124318333333333,1.1243183333333333,2.124318333333333,3.6270450000000003
15406.63,3.098895,-2.0,0.5494475000000001,6.0,-2.703315,0.09889500000000018,4.098895000000001,2.098895,1.0988950000000002,2.098895,3.7033149999999995
15560.7,3.0732166666666667,-2.0,0.5366083333333334,6.0,-2.7803500000000003,0.0732166666666666,4.073216666666666,2.0732166666666667,1.0732166666666667,2.0732166666666667,3.7803500000000003
15716.3,3.0472833333333336,-2.0,0.5236416666666668,6.0,-2.8581499999999993,0.047283333333333455,4.047283333333334,2.0472833333333336,1.0472833333333336,2.0472833333333336,3.8581499999999997
15873.47,3.0210883333333336,-2.0,0.5105441666666668,6.0,-2.9367349999999997,0.021088333333333487,4.021088333333333,2.0210883333333336,1.0210883333333336,2.0210883333333336,3.9367349999999997
16032.2,2.9946333333333333,-2.0,0.49731666666666663,6.0,-3.0161000000000007,-0.005366666666666742,3.9946333333333333,1.9946333333333333,0.9946333333333333,1.9946333333333333,4.016100000000001
16192.52,2.9679133333333336,-2.0,0.4839566666666667,6.0,-3.09626,-0.0320866666666666,3.9679133333333336,1.9679133333333334,0.9679133333333334,1.9679133333333334,4.09626
16354.45,2.940925,-2.0,0.4704625,6.0,-3.177225000000001,-0.05907499999999999,3.940925,1.940925,0.940925,1.940925,4.177225000000001
16517.99,2.913668333333333,-2.0,0.45683416666666654,6.0,-3.2589950000000005,-0.08633166666666692,3.913668333333333,1.913668333333333,0.9136683333333331,1.913668333333333,4.2589950000000005
16683.17,2.8861383333333337,-2.0,0.44306916666666685,6.0,-3.3415849999999994,-0.1138616666666663,3.8861383333333337,1.8861383333333337,0.8861383333333337,1.8861383333333337,4.341584999999999
16850.01,2.858331666666667,-2.0,0.42916583333333347,6.0,-3.4250049999999996,-0.14166833333333306,3.858331666666667,1.858331666666667,0.8583316666666669,1.858331666666667,4.425005
17018.51,2.8302483333333335,-2.0,0.41512416666666685,6.0,-3.5092549999999996,-0.1697516666666663,3.8302483333333335,1.8302483333333337,0.8302483333333337,1.8302483333333337,4.509255
17188.69,2.8018850000000004,-2.0,0.4009425000000001,6.0,-3.5943449999999997,-0.19811499999999982,3.8018850000000004,1.8018850000000002,0.8018850000000002,1.8018850000000002,4.594345
17360.58,2.7732366666666666,-2.0,0.3866183333333332,6.0,-3.680290000000001,-0.22676333333333365,3.7732366666666666,1.7732366666666664,0.7732366666666664,1.7732366666666664,4.680290000000001
17534.18,2.7443033333333333,-2.0,0.37215166666666666,6.0,-3.7670900000000005,-0.2556966666666667,3.7443033333333333,1.7443033333333333,0.7443033333333333,1.7443033333333333,4.7670900000000005
17709.53,2.7150783333333335,-2.0,0.35753916666666674,6.0,-3.8547649999999996,-0.2849216666666665,3.7150783333333335,1.7150783333333335,0.7150783333333335,1.7150783333333335,4.8547649999999996
17886.62,2.6855633333333335,-2.0,0.34278166666666676,6.0,-3.9433099999999994,-0.3144366666666665,3.6855633333333335,1.6855633333333335,0.6855633333333335,1.6855633333333335,4.943309999999999
18065.49,2.6557516666666663,-2.0,0.32787583333333326,6.0,-4.032745000000001,-0.3442483333333335,3.6557516666666663,1.6557516666666665,0.6557516666666665,1.6557516666666665,5.032745000000001
18246.14,2.6256433333333336,-2.0,0.3128216666666668,6.0,-4.12307,-0.37435666666666645,3.6256433333333336,1.6256433333333336,0.6256433333333336,1.6256433333333336,5.12307
18428.6,2.5952333333333337,-2.0,0.29761666666666686,6.0,-4.2143,-0.4047666666666663,3.5952333333333337,1.5952333333333337,0.5952333333333337,1.5952333333333337,5.2143
18612.89,2.5645183333333335,-2.0,0.2822591666666667,6.0,-4.306445,-0.43548166666666654,3.5645183333333335,1.5645183333333335,0.5645183333333335,1.5645183333333335,5.306445
18799.02,2.5334966666666667,-2.0,0.26674833333333337,6.0,-4.39951,-0.46650333333333327,3.5334966666666667,1.5334966666666667,0.5334966666666667,1.5334966666666667,5.39951
18987.01,2.5021650000000006,-2.0,0.2510825000000002,6.0,-4.493504999999999,-0.4978349999999996,3.5021650000000006,1.5021650000000004,0.5021650000000004,1.5021650000000004,5.493504999999999
19176.88,2.4705199999999996,-2.0,0.2352599999999999,6.0,-4.58844,-0.5294800000000002,3.4705199999999996,1.4705199999999998,0.4705199999999998,1.4705199999999998,5.58844
19368.65,2.438558333333333,-2.0,0.21927916666666658,6.0,-4.684325000000001,-0.5614416666666668,3.438558333333333,1.4385583333333332,0.43855833333333316,1.4385583333333332,5.684325000000001
19562.33,2.406278333333333,-2.0,0.20313916666666654,6.0,-4.781165000000001,-0.5937216666666669,3.406278333333333,1.406278333333333,0.4062783333333331,1.406278333333333,5.7811650000000006
19757.96,2.3736733333333335,-2.0,0.18683666666666676,6.0,-4.878979999999999,-0.6263266666666665,3.3736733333333335,1.3736733333333335,0.3736733333333335,1.3736733333333335,5.878979999999999
19955.54,2.340743333333333,-2.0,0.1703716666666666,6.0,-4.9777700000000005,-0.6592566666666668,3.340743333333333,1.3407433333333332,0.3407433333333332,1.3407433333333332,5.9777700000000005
